UMLClass,UMLEntity,UMLDescription,ConceptName,ConceptPreferredName,Classification,ConceptCode,ConceptDefinition,ConceptDefinitionSource,ModifiedDate,HumanVerified
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.Package,name,the name of the package,Name,Person Name,Property,C25191,A word or group of words indicating the identity of a person usually consisting of a first (personal) name and a last (family) name with an optional middle name.  In some cultural traditions the family name comes first.,NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,Represents information about the grid service container,Information,Information,ObjectClass,C48191,"Knowledge derived from study, experience, or instruction that has been gathered or received by communication.",NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,Represents information about the grid service container,Container,Container,ObjectClass,C43186,An object that can be used to hold things.,NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,cpuBits,number of maximum bits for CPU,CPU,CPU,Property,C50332,,,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,cpuCacheSizeInKB,the cache size of the cpu,India,India,Property,C16727,"A country in Southern Asia, bordering the Arabian Sea and the Bay of Bengal, between Burma and Pakistan.",NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,cpuCacheSizeInKB,the cache size of the cpu,Size,Size,Property,C25681,The physical magnitude of something.,NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,cpuCacheSizeInKB,the cache size of the cpu,CPU,CPU,Property,C50332,,,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,cpuCacheSizeInKB,the cache size of the cpu,Indiana,Indiana,Property,C43483,A state in the north central United States. Its capital is Indianapolis.,NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,cpuCacheSizeInKB,the cache size of the cpu,Inch,Inch,Property,C48500,A traditional unit of length equal to 2.54 centimeters.,NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,cpuClockRateInMHz,CPU's clock rate in MHz,India,India,Property,C16727,"A country in Southern Asia, bordering the Arabian Sea and the Bay of Bengal, between Burma and Pakistan.",NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,cpuClockRateInMHz,CPU's clock rate in MHz,CPU,CPU,Property,C50332,,,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,cpuClockRateInMHz,CPU's clock rate in MHz,Indiana,Indiana,Property,C43483,A state in the north central United States. Its capital is Indianapolis.,NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,cpuClockRateInMHz,CPU's clock rate in MHz,Clock_Device_Component,Clock Device Component,Property,C49874,,,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,cpuClockRateInMHz,CPU's clock rate in MHz,Inch,Inch,Property,C48500,A traditional unit of length equal to 2.54 centimeters.,NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,cpuClockRateInMHz,CPU's clock rate in MHz,Rate,Rate,Property,C25636,"A measurement of degree, speed, or frequency relative to time.",NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,cpuCoreCount,the number of cores in a CPU,Core,Core,Property,C25327,The center of an object; indispensable,NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,cpuCoreCount,the number of cores in a CPU,CPU,CPU,Property,C50332,,,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,cpuCoreCount,the number of cores in a CPU,Count,Count,Property,C25463,To determine the number or amount of something; the result of this activity.,NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,cpuCount,"The number of CPUs in system, each CPU is one chip",CPU,CPU,Property,C50332,,,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,cpuCount,"The number of CPUs in system, each CPU is one chip",Count,Count,Property,C25463,To determine the number or amount of something; the result of this activity.,NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,cpuManufacturer,the manufacturer of the cpu,CPU,CPU,Property,C50332,,,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,cpuManufacturer,the manufacturer of the cpu,Manufacturer,Manufacturer,Property,C53616,"Manufacturer means any person who manufactures, prepares, propagates, compounds, assembles, or processes a device by chemical, physical, biological, or other procedure.",NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,cpuMaxSSELevel,the highest SSE or 3DNow level supported by the CPU,MYC-Associated_Factor-X,MYC-Associated Factor X,Property,C19951,"A MYC family member, MAX is a bHLH/ZIP transcription factor that forms a heterodimer with MYC and binds to a specific DNA site in the MYC gene and DDX18, a DEAD box family member.  The level of MAX is not modulated with respect to cell proliferation or differentiation, unlike most immediate early gene products.  MAX also interacts with MIX2.  (OMIM and NCI)",NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,cpuMaxSSELevel,the highest SSE or 3DNow level supported by the CPU,Maximum,Maximum,Property,C25564,The largest possible quantity or degree.,NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,cpuMaxSSELevel,the highest SSE or 3DNow level supported by the CPU,CPU,CPU,Property,C50332,,,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,cpuMaxSSELevel,the highest SSE or 3DNow level supported by the CPU,MAX_Gene,MAX Gene,Property,C18576,This gene is involved in transcriptional regulation and plays a role in the mediation of DNA-protein interactions.,NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,cpuModel,"the model of the CPU (family, model, stepping, etc)",Model,Model,Property,C43383,A style or design of an item.,NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,cpuModel,"the model of the CPU (family, model, stepping, etc)",CPU,CPU,Property,C50332,,,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,diskFreeSpaceInMB,the amount of free space on disk,India,India,Property,C16727,"A country in Southern Asia, bordering the Arabian Sea and the Bay of Bengal, between Burma and Pakistan.",NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,diskFreeSpaceInMB,the amount of free space on disk,MB_Mouse,MB Mouse,Property,C14600,,,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,diskFreeSpaceInMB,the amount of free space on disk,Disc,Disc,Property,C62260,A flat circular plate or anything with a similar shape.,NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,diskFreeSpaceInMB,the amount of free space on disk,Microbiology_Submission_Domain,Microbiology Specimen Domain,Property,C49602,"A subject domain utilized for the submission of information encompassing and representing data, vocabulary or records related to microbiology specimen.",NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,diskFreeSpaceInMB,the amount of free space on disk,Disc_Dosage_Form,Disc Dosage Form,Property,C43525,"The pharmaceutical dosage form of a flat, circular shape containing solid or powdered medicine, e.g. disk with powdered agent for inhalation, or transdermal disk.",NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,diskFreeSpaceInMB,the amount of free space on disk,Martinique,Martinique,Property,C16823,"An island in the Caribbean Sea, north of Trinidad and Tobago.",NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,diskFreeSpaceInMB,the amount of free space on disk,Indiana,Indiana,Property,C43483,A state in the north central United States. Its capital is Indianapolis.,NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,diskFreeSpaceInMB,the amount of free space on disk,Inch,Inch,Property,C48500,A traditional unit of length equal to 2.54 centimeters.,NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,diskFreeSpaceInMB,the amount of free space on disk,Disk_Device_Component,Disk Device Component,Property,C49925,,,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,gpuClockRateInMHz,the clock rate of the gpu,India,India,Property,C16727,"A country in Southern Asia, bordering the Arabian Sea and the Bay of Bengal, between Burma and Pakistan.",NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,gpuClockRateInMHz,the clock rate of the gpu,Indiana,Indiana,Property,C43483,A state in the north central United States. Its capital is Indianapolis.,NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,gpuClockRateInMHz,the clock rate of the gpu,Clock_Device_Component,Clock Device Component,Property,C49874,,,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,gpuClockRateInMHz,the clock rate of the gpu,Inch,Inch,Property,C48500,A traditional unit of length equal to 2.54 centimeters.,NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,gpuClockRateInMHz,the clock rate of the gpu,Rate,Rate,Property,C25636,"A measurement of degree, speed, or frequency relative to time.",NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,gpuCount,the number of GPUs in the system,Count,Count,Property,C25463,To determine the number or amount of something; the result of this activity.,NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,gpuInterconnectType,"the type of bus used by the graphics card - AGP, PCI, PCI-e",Type,Type,Property,C25284,Something distinguishable as an identifiable class based on common qualities.,NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,gpuManufacturer,the manufacturer of hte memory,Manufacturer,Manufacturer,Property,C53616,"Manufacturer means any person who manufactures, prepares, propagates, compounds, assembles, or processes a device by chemical, physical, biological, or other procedure.",NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,gpuMemorySizeInMB,the size of the graphics memory,India,India,Property,C16727,"A country in Southern Asia, bordering the Arabian Sea and the Bay of Bengal, between Burma and Pakistan.",NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,gpuMemorySizeInMB,the size of the graphics memory,MB_Mouse,MB Mouse,Property,C14600,,,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,gpuMemorySizeInMB,the size of the graphics memory,Size,Size,Property,C25681,The physical magnitude of something.,NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,gpuMemorySizeInMB,the size of the graphics memory,Microbiology_Submission_Domain,Microbiology Specimen Domain,Property,C49602,"A subject domain utilized for the submission of information encompassing and representing data, vocabulary or records related to microbiology specimen.",NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,gpuMemorySizeInMB,the size of the graphics memory,Memory,Memory,Property,C37992,"Memory; the power of retaining and recalling past experience, something that is remembered.",NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,gpuMemorySizeInMB,the size of the graphics memory,Martinique,Martinique,Property,C16823,"An island in the Caribbean Sea, north of Trinidad and Tobago.",NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,gpuMemorySizeInMB,the size of the graphics memory,Indiana,Indiana,Property,C43483,A state in the north central United States. Its capital is Indianapolis.,NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,gpuMemorySizeInMB,the size of the graphics memory,Inch,Inch,Property,C48500,A traditional unit of length equal to 2.54 centimeters.,NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,gpuModel,"the model name of the gpu (nv40, etc)",Model,Model,Property,C43383,A style or design of an item.,NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,kernelVersion,the version of the os kernel,Version,Version,Property,C25714,"A form or variant of a type or original; one of a sequence of copies of a program, each incorporating new modifications.",NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,memorySizeInMB,the amount of physical system memory,India,India,Property,C16727,"A country in Southern Asia, bordering the Arabian Sea and the Bay of Bengal, between Burma and Pakistan.",NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,memorySizeInMB,the amount of physical system memory,MB_Mouse,MB Mouse,Property,C14600,,,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,memorySizeInMB,the amount of physical system memory,Size,Size,Property,C25681,The physical magnitude of something.,NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,memorySizeInMB,the amount of physical system memory,Microbiology_Submission_Domain,Microbiology Specimen Domain,Property,C49602,"A subject domain utilized for the submission of information encompassing and representing data, vocabulary or records related to microbiology specimen.",NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,memorySizeInMB,the amount of physical system memory,Memory_Device_Component,Memory Device Component,Property,C50047,,,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,memorySizeInMB,the amount of physical system memory,Memory,Memory,Property,C37992,"Memory; the power of retaining and recalling past experience, something that is remembered.",NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,memorySizeInMB,the amount of physical system memory,Martinique,Martinique,Property,C16823,"An island in the Caribbean Sea, north of Trinidad and Tobago.",NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,memorySizeInMB,the amount of physical system memory,Indiana,Indiana,Property,C43483,A state in the north central United States. Its capital is Indianapolis.,NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,memorySizeInMB,the amount of physical system memory,Inch,Inch,Property,C48500,A traditional unit of length equal to 2.54 centimeters.,NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,osBit,the OS' number of bits,PTPNS1_wt_Allele,SIRPA wt Allele,Property,C51031,"Human PTPNS1 wild-type allele is located within 20p13 and is approximately 45 kb in length. This allele, which encodes signal-regulatory protein alpha protein, is involved in the negative regulation of receptor tyrosine kinase-coupled signaling processes.",NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,osBit,the OS' number of bits,Tyrosine_Phosphatase_SHP_Substrate-1,Tyrosine Phosphatase SHP Substrate-1,Property,C37271,"Encoded as 3 isoforms by human PTPNS1 Gene (SIRP/Ig Families), ubiquitous (high in brain) N-glycosylated Tyrosine Phosphatase SHP Substrate 1 is a type I membrane protein cell surface CD47 receptor that contains an Ig-V-type and 2 Ig-C1-type domains. A negative receptor tyrosine kinase regulator to cell adhesion, growth factors, or insulin and phosphorylated by receptor signal transduction, PTPNS1 recruits SH2 domain PTPs as signaling PTP substrates. PTPNS1 induces membrane translocation of PTPN6, -11, and other cytosolic partners; negatively regulates phagocytosis, mast cell activation, and dendritic cell activation/maturation; and regulates neural adhesion, neurite outgrowth, glial attachment, synaptogenesis, and synaptic function. Dephosphorylated by PTPN11 (PTPN6 in macrophages), PTPNS1 appears to bind GRB2, PTK2B, and FGR; forms a stable complex with JAK2; and binds SCAP1/SCAP2, recruiting FYB. (NCI)",NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,osFamily,"the family of the operating system (windows, darwin, linux, cygwin, etc)",Family,Family,Property,C25173,"A domestic group, or a number of domestic groups linked through descent (demonstrated or stipulated) from a common ancestor, marriage, or adoption.",NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,osManufacturer,"the manufacturer of the os (microsoft, redhat, etc)",Manufacturer,Manufacturer,Property,C53616,"Manufacturer means any person who manufactures, prepares, propagates, compounds, assembles, or processes a device by chemical, physical, biological, or other procedure.",NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,osVersion,the version ofthe operating system,Version,Version,Property,C25714,"A form or variant of a type or original; one of a sequence of copies of a program, each incorporating new modifications.",NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,secureFlag,whether the container is secure or not,Flag,Flag,Property,C43578,An indicator that can be set or unset in order to signal whether a particular condition is true.,NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,type,"the type of the container - globus, apache, etc",Type,Type,Property,C25284,Something distinguishable as an identifiable class based on common qualities.,NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.ContainerInfo,version,the version of the container,Version,Version,Property,C25714,"A form or variant of a type or original; one of a sequence of copies of a program, each incorporating new modifications.",NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.URL,Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.URL,Represents a URL for a service,Uniform_Resource_Locator,Uniform Resource Locator,ObjectClass,C42743,An Internet address which tells a browser where to find an Internet resource.,NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.URL,value,the URL content,Value,Value,Property,C25712,A numerical quantity measured or assigned or computed.,NCI,,0
Logical View.Data Model.Logical Model.gov.nih.nci.ivi.bdt.dsd.URL,value,the URL content,Data_Value,Value,Property,C49100,"The information contained in a data field; may represent a numeric quantity, a textual characterization, a date or time measurement, or some other state depending on the nature of the attribute.",NCI,,0
Logical View.Data Model.Logical Model.gov.java.lang.Integer,Logical View.Data Model.Logical Model.gov.java.lang.Integer,,Integer,Integer,ObjectClass,C45255,"A number with no fractional part, including the negative and positive numbers as well as zero.",NCI,,0
Logical View.Data Model.Logical Model.gov.java.lang.String,Logical View.Data Model.Logical Model.gov.java.lang.String,,String_Value,String,ObjectClass,C45253,An expression consisting of a linear sequence of symbols (characters or words or phrases).,NCI,,0
Logical View.Data Model.Logical Model.gov.java.lang.Long,Logical View.Data Model.Logical Model.gov.java.lang.Long,,Long,Long,ObjectClass,C25248,Of relatively great or greater than average spatial extension or temporal duration.,NCI,,0
Logical View.Data Model.Logical Model.gov.java.lang.Boolean,Logical View.Data Model.Logical Model.gov.java.lang.Boolean,,Boolean_Value,Boolean,ObjectClass,C45254,"The type of an expression with two possible values, ""true"" and ""false"". Also, a variable of Boolean type or a function with Boolean arguments or result. The most common Boolean functions are AND, OR and NOT.",NCI,,0
Logical View.Data Model.Logical Model.gov.java.lang.Float,Logical View.Data Model.Logical Model.gov.java.lang.Float,,Float_Value,Float,ObjectClass,C48150,A number that can have its decimal point in any position.,NCI,,0
Logical View.Data Model.Logical Model.gov.java.lang.util.Date,Logical View.Data Model.Logical Model.gov.java.lang.util.Date,,Date,Date,ObjectClass,C25164,"The particular day, month and year an event has happened or will happen.",NCI,,0
